"transaction_id","product"
183,"frozen vegetables"
184,"shopping bags"
184,"shopping bags"
185,"other vegetables"
185,"soda"
185,"rolls/buns"
185,"dishes"
186,"tropical fruit"
186,"other vegetables"
186,"hamburger meat"
186,"popcorn"
186,"female sanitary products"
187,"fish"
187,"tropical fruit"
187,"red/blush wine"
187,"cream cheese "
188,"beef"
188,"shopping bags"
189,"root vegetables"
189,"grapes"
190,"chicken"
190,"beverages"
190,"coffee"
191,"butter"
191,"dog food"
192,"soda"
192,"whole milk"
193,"bottled water"
193,"chewing gum"
194,"soda"
194,"hamburger meat"
195,"frankfurter"
195,"whipped/sour cream"
196,"butter milk"
196,"yogurt"
196,"yogurt"
196,"margarine"
197,"pork"
197,"other vegetables"
197,"yogurt"
197,"shopping bags"
197,"soft cheese"
197,"detergent"
198,"soda"
198,"soda"
199,"waffles"
199,"rolls/buns"
200,"whole milk"
200,"sugar"
201,"chicken"
201,"frozen vegetables"
202,"other vegetables"
202,"whole milk"
203,"hamburger meat"
203,"pastry"
204,"soda"
204,"fruit/vegetable juice"
205,"bottled beer"
205,"oil"
206,"frankfurter"
206,"citrus fruit"
206,"margarine"
207,"photo/film"
207,"other vegetables"
208,"pork"
208,"white wine"
209,"bottled water"
209,"yogurt"
209,"newspapers"
209,"soda"
210,"ham"
210,"whole milk"
211,"pip fruit"
211,"other vegetables"
212,"whipped/sour cream"
212,"meat spreads"
213,"soda"
213,"domestic eggs"
213,"sliced cheese"
213,"soda"
214,"salty snack"
214,"pickled vegetables"
215,"tropical fruit"
215,"UHT-milk"
216,"chicken"
216,"other vegetables"
217,"yogurt"
217,"root vegetables"
218,"sausage"
218,"bottled water"
219,"root vegetables"
219,"other vegetables"
220,"dessert"
220,"spread cheese"
221,"sausage"
221,"salty snack"
221,"cling film/bags"
222,"soda"
222,"fruit/vegetable juice"
222,"bottled beer"
223,"beef"
223,"chocolate"
224,"whipped/sour cream"
224,"hard cheese"
225,"beverages"
225,"dessert"
226,"whole milk"
226,"tropical fruit"
226,"root vegetables"
226,"Instant food products"
226,"margarine"
227,"whole milk"
227,"sauces"
228,"white bread"
228,"frozen fruits"
229,"ham"
229,"whipped/sour cream"
229,"ketchup"
230,"tropical fruit"
230,"whole milk"
230,"other vegetables"
230,"long life bakery product"
231,"other vegetables"
231,"yogurt"
231,"whole milk"
231,"butter"
231,"shopping bags"
232,"whole milk"
232,"citrus fruit"
233,"rolls/buns"
233,"candy"
234,"cream cheese "
234,"rolls/buns"
235,"root vegetables"
235,"whole milk"
236,"long life bakery product"
236,"root vegetables"
236,"other vegetables"
237,"tropical fruit"
237,"whole milk"
237,"long life bakery product"
237,"rum"
238,"hamburger meat"
238,"soda"
239,"tropical fruit"
239,"rolls/buns"
240,"red/blush wine"
240,"frozen fish"
241,"beef"
241,"dessert"
242,"frankfurter"
242,"tropical fruit"
243,"root vegetables"
243,"bottled beer"
244,"whole milk"
244,"other vegetables"
245,"oil"
245,"shopping bags"
246,"whole milk"
246,"tropical fruit"
247,"hamburger meat"
247,"pork"
248,"rolls/buns"
248,"tropical fruit"
248,"coffee"
248,"chocolate"
249,"soda"
249,"yogurt"
250,"pork"
250,"spread cheese"
251,"pork"
251,"rolls/buns"
252,"brown bread"
252,"fruit/vegetable juice"
253,"salt"
253,"domestic eggs"
254,"bottled beer"
254,"tropical fruit"
254,"sliced cheese"
254,"dishes"
255,"citrus fruit"
255,"red/blush wine"
256,"cream cheese "
256,"newspapers"
257,"yogurt"
257,"roll products "
257,"fruit/vegetable juice"
258,"ham"
258,"other vegetables"
259,"frankfurter"
259,"canned beer"
260,"brown bread"
260,"salt"
261,"yogurt"
261,"bottled water"
261,"domestic eggs"
262,"pip fruit"
262,"curd"
262,"pip fruit"
262,"prosecco"
263,"finished products"
263,"brown bread"
263,"dishes"
264,"detergent"
264,"candy"
265,"semi-finished bread"
265,"ketchup"
266,"oil"
266,"shopping bags"
267,"misc. beverages"
267,"instant coffee"
268,"fruit/vegetable juice"
268,"flower (seeds)"
269,"UHT-milk"
269,"canned fish"
270,"pip fruit"
270,"rolls/buns"
271,"frankfurter"
271,"frozen meals"
271,"dishes"
272,"frankfurter"
272,"citrus fruit"
272,"bottled water"
272,"fruit/vegetable juice"
273,"sausage"
273,"brown bread"
274,"frankfurter"
274,"chicken"
274,"butter"
274,"bottled water"
275,"sausage"
275,"butter"
275,"bottled water"
276,"ham"
276,"whole milk"
276,"whole milk"
276,"coffee"
277,"pastry"
277,"pasta"
278,"canned beer"
278,"rolls/buns"
278,"artif. sweetener"
278,"soda"
279,"white bread"
279,"brown bread"
280,"other vegetables"
280,"butter"
281,"rolls/buns"
281,"root vegetables"
282,"tropical fruit"
282,"soda"
283,"chicken"
283,"soda"
284,"frankfurter"
284,"curd"
284,"white bread"
284,"rolls/buns"
284,"coffee"
285,"red/blush wine"
285,"bottled water"
285,"sweet spreads"
286,"rolls/buns"
286,"onions"
286,"napkins"
287,"canned beer"
287,"soda"
288,"root vegetables"
288,"frozen vegetables"
288,"pet care"
289,"beverages"
289,"yogurt"
290,"tropical fruit"
290,"whole milk"
291,"other vegetables"
291,"frankfurter"
291,"newspapers"
291,"whole milk"
291,"pastry"
292,"coffee"
292,"butter milk"
293,"specialty bar"
293,"tropical fruit"
293,"yogurt"
293,"bottled beer"
293,"baking powder"
294,"bottled water"
294,"hygiene articles"
295,"beef"
295,"margarine"
295,"other vegetables"
296,"specialty chocolate"
296,"soda"
296,"bathroom cleaner"
297,"hamburger meat"
297,"whole milk"
298,"pork"
298,"sliced cheese"
299,"pip fruit"
299,"other vegetables"
300,"other vegetables"
300,"shopping bags"
300,"soda"
301,"yogurt"
301,"newspapers"
302,"root vegetables"
302,"citrus fruit"
303,"rolls/buns"
303,"soda"
304,"canned beer"
304,"herbs"
304,"margarine"
305,"ice cream"
305,"whipped/sour cream"
306,"other vegetables"
306,"beef"
306,"soda"
306,"curd"
306,"butter"
307,"rolls/buns"
307,"citrus fruit"
308,"sausage"
308,"beverages"
309,"whole milk"
309,"whole milk"
310,"specialty chocolate"
310,"white bread"
311,"other vegetables"
311,"whole milk"
312,"ham"
312,"white bread"
313,"coffee"
313,"berries"
314,"soda"
314,"flower (seeds)"
314,"jam"
315,"sausage"
315,"pip fruit"
315,"chocolate"
316,"herbs"
316,"pot plants"
316,"cake bar"
317,"yogurt"
317,"berries"
318,"whole milk"
318,"hard cheese"
319,"tropical fruit"
319,"meat"
319,"other vegetables"
319,"domestic eggs"
319,"baking powder"
320,"yogurt"
320,"sauces"
321,"sausage"
321,"liquor"
321,"specialty chocolate"
321,"dishes"
321,"yogurt"
321,"napkins"
321,"detergent"
321,"pastry"
322,"beef"
322,"yogurt"
323,"ice cream"
323,"whole milk"
324,"yogurt"
324,"newspapers"
325,"root vegetables"
325,"soda"
325,"specialty bar"
325,"other vegetables"
325,"frozen vegetables"
326,"photo/film"
326,"shopping bags"
327,"rolls/buns"
327,"grapes"
327,"bottled beer"
327,"sausage"
327,"salty snack"
327,"Instant food products"
327,"domestic eggs"
327,"bottled water"
328,"frankfurter"
328,"other vegetables"
328,"bottled beer"
329,"dessert"
329,"domestic eggs"
330,"whole milk"
330,"brown bread"
331,"pasta"
331,"whole milk"
331,"waffles"
332,"newspapers"
332,"salty snack"
333,"chocolate marshmallow"
333,"other vegetables"
334,"hamburger meat"
334,"detergent"
334,"flour"
335,"sausage"
335,"tropical fruit"
335,"misc. beverages"
335,"root vegetables"
336,"tropical fruit"
336,"soda"
337,"sausage"
337,"whole milk"
338,"yogurt"
338,"shopping bags"
339,"pickled vegetables"
339,"flour"
340,"packaged fruit/vegetables"
340,"bottled water"
340,"pork"
340,"domestic eggs"
341,"pip fruit"
341,"fruit/vegetable juice"
342,"sausage"
342,"whole milk"
342,"cake bar"
343,"shopping bags"
343,"root vegetables"
344,"whipped/sour cream"
344,"curd"
344,"shopping bags"
345,"hard cheese"
345,"whole milk"
346,"frankfurter"
346,"whipped/sour cream"
346,"bottled water"
347,"tropical fruit"
347,"whole milk"
347,"soda"
347,"curd"
348,"citrus fruit"
348,"dessert"
349,"tropical fruit"
349,"candy"
350,"rolls/buns"
350,"shopping bags"
350,"cat food"
351,"canned beer"
351,"napkins"
351,"rolls/buns"
352,"tropical fruit"
352,"citrus fruit"
352,"yogurt"
352,"frankfurter"
352,"specialty chocolate"
352,"hard cheese"
352,"whole milk"
352,"canned beer"
353,"root vegetables"
353,"frozen vegetables"
353,"bottled water"
353,"cat food"
354,"grapes"
354,"other vegetables"
355,"pip fruit"
355,"brown bread"
356,"root vegetables"
356,"instant coffee"
357,"spread cheese"
357,"pork"
358,"hamburger meat"
358,"pasta"
359,"whole milk"
359,"yogurt"
360,"soda"
360,"hygiene articles"
360,"grapes"
360,"pudding powder"
360,"butter milk"
360,"butter"
361,"whole milk"
361,"processed cheese"
362,"brown bread"
362,"sparkling wine"
363,"rolls/buns"
363,"other vegetables"
363,"whipped/sour cream"
364,"root vegetables"
364,"frozen vegetables"
365,"candy"
365,"white wine"
366,"yogurt"
366,"beverages"
366,"brown bread"
367,"other vegetables"
367,"white bread"
367,"detergent"
368,"chicken"
368,"pastry"
368,"candles"
369,"ice cream"
369,"herbs"
370,"waffles"
370,"hygiene articles"
370,"tea"
371,"cream"
371,"yogurt"
372,"yogurt"
372,"root vegetables"
373,"yogurt"
373,"other vegetables"
373,"rolls/buns"
373,"herbs"
374,"domestic eggs"
374,"yogurt"
375,"pork"
375,"whole milk"
376,"other vegetables"
376,"white bread"
377,"bottled water"
377,"yogurt"
377,"tropical fruit"
377,"whole milk"
378,"beef"
378,"specialty fat"
378,"newspapers"
379,"onions"
379,"newspapers"
380,"rolls/buns"
380,"semi-finished bread"
381,"whole milk"
381,"pastry"
382,"shopping bags"
382,"rolls/buns"
383,"liver loaf"
383,"chicken"
383,"rolls/buns"
383,"spread cheese"
383,"shopping bags"
384,"citrus fruit"
384,"misc. beverages"
385,"citrus fruit"
385,"misc. beverages"
386,"pastry"
386,"canned beer"
386,"whipped/sour cream"
386,"grapes"
387,"frozen potato products"
387,"specialty cheese"
388,"salty snack"
388,"pastry"
388,"oil"
389,"brown bread"
389,"whole milk"
389,"shopping bags"
390,"chocolate"
390,"whole milk"
391,"curd"
391,"sugar"
392,"pip fruit"
392,"margarine"
393,"pip fruit"
393,"salty snack"
393,"pastry"
394,"citrus fruit"
394,"frozen vegetables"
394,"margarine"
395,"margarine"
395,"yogurt"
396,"pickled vegetables"
396,"liquor"
397,"bottled water"
397,"chocolate"
398,"soda"
398,"salty snack"
399,"ham"
399,"yogurt"
400,"pastry"
400,"baking powder"
400,"butter"
400,"margarine"
400,"curd"
400,"dishes"
401,"whole milk"
401,"soda"
402,"whole milk"
402,"frozen vegetables"
402,"soda"
402,"UHT-milk"
403,"other vegetables"
403,"whipped/sour cream"
404,"bottled water"
404,"flour"
404,"sugar"
405,"beef"
405,"semi-finished bread"
406,"dish cleaner"
406,"ice cream"
406,"jam"
406,"newspapers"
407,"whole milk"
407,"yogurt"
407,"newspapers"
408,"curd"
408,"canned beer"
409,"pork"
409,"pudding powder"
409,"domestic eggs"
410,"bottled beer"
410,"specialty bar"
410,"baking powder"
411,"chocolate"
411,"brown bread"
411,"salty snack"
412,"root vegetables"
412,"shopping bags"
413,"root vegetables"
413,"citrus fruit"
414,"dog food"
414,"sausage"
414,"dessert"
414,"shopping bags"
415,"chicken"
415,"shopping bags"
416,"misc. beverages"
416,"UHT-milk"
416,"white bread"
417,"turkey"
417,"root vegetables"
418,"other vegetables"
418,"butter"
419,"whipped/sour cream"
419,"yogurt"
420,"other vegetables"
420,"yogurt"
421,"other vegetables"
421,"napkins"
422,"brown bread"
422,"butter milk"
422,"canned vegetables"
422,"soda"
423,"other vegetables"
423,"zwieback"
424,"brown bread"
424,"soda"
425,"other vegetables"
425,"cream cheese "
425,"liquor"
425,"root vegetables"
425,"newspapers"
425,"hard cheese"
426,"chicken"
426,"bottled water"
427,"newspapers"
427,"white bread"
427,"rolls/buns"
427,"beverages"
428,"frankfurter"
428,"rolls/buns"
429,"meat"
429,"whole milk"
429,"whipped/sour cream"
430,"bottled beer"
430,"frozen vegetables"
430,"sliced cheese"
431,"pip fruit"
431,"processed cheese"
431,"canned beer"
432,"berries"
432,"condensed milk"
433,"house keeping products"
433,"rolls/buns"
433,"pickled vegetables"
433,"curd"
434,"ham"
434,"yogurt"
435,"whole milk"
435,"hair spray"
435,"butter"
435,"pastry"
436,"grapes"
436,"whole milk"
437,"tropical fruit"
437,"sugar"
438,"soda"
438,"UHT-milk"
438,"newspapers"
438,"white bread"
439,"meat"
439,"other vegetables"
440,"other vegetables"
440,"specialty bar"
441,"citrus fruit"
441,"brown bread"
442,"pastry"
442,"condensed milk"
442,"rice"
442,"tropical fruit"
442,"chocolate marshmallow"
443,"coffee"
443,"shopping bags"
444,"chicken"
444,"dishes"
445,"root vegetables"
445,"frozen vegetables"
446,"bottled water"
446,"citrus fruit"
447,"rolls/buns"
447,"oil"
447,"yogurt"
448,"pip fruit"
448,"whole milk"
449,"frozen vegetables"
449,"rolls/buns"
449,"cling film/bags"
450,"pork"
450,"soda"
450,"canned vegetables"
451,"bottled beer"
451,"hygiene articles"
452,"yogurt"
452,"soda"
453,"root vegetables"
453,"margarine"
453,"rolls/buns"
454,"rolls/buns"
454,"margarine"
455,"condensed milk"
455,"shopping bags"
456,"sausage"
456,"pastry"
457,"popcorn"
457,"citrus fruit"
458,"rolls/buns"
458,"whipped/sour cream"
459,"misc. beverages"
459,"whole milk"
459,"long life bakery product"
460,"newspapers"
460,"pork"
460,"root vegetables"
460,"napkins"
461,"soda"
461,"roll products "
462,"citrus fruit"
462,"soda"
463,"frankfurter"
463,"rolls/buns"
463,"shopping bags"
463,"margarine"
464,"other vegetables"
464,"butter"
464,"pastry"
464,"UHT-milk"
465,"specialty bar"
465,"soda"
465,"frozen vegetables"
465,"frozen vegetables"
466,"liquor"
466,"domestic eggs"
467,"frankfurter"
467,"white bread"
468,"meat"
468,"coffee"
469,"whole milk"
469,"baking powder"
470,"flower (seeds)"
470,"white wine"
471,"grapes"
471,"frozen meals"
471,"flower (seeds)"
472,"tea"
472,"yogurt"
472,"shopping bags"
472,"brown bread"
473,"cream cheese "
473,"specialty chocolate"
474,"yogurt"
474,"softener"
475,"margarine"
475,"soda"
476,"tropical fruit"
476,"cream cheese "
476,"cream cheese "
477,"bottled water"
477,"frankfurter"
477,"dessert"
477,"root vegetables"
478,"bottled beer"
478,"whole milk"
479,"other vegetables"
479,"semi-finished bread"
479,"other vegetables"
479,"rolls/buns"
479,"shopping bags"
479,"salty snack"
480,"soda"
480,"whole milk"
481,"coffee"
481,"shopping bags"
481,"shopping bags"
482,"yogurt"
482,"pastry"
483,"sausage"
483,"rolls/buns"
483,"rice"
484,"pork"
484,"whole milk"
484,"napkins"
485,"curd"
485,"domestic eggs"
486,"cream cheese "
486,"newspapers"
487,"pastry"
487,"brown bread"
487,"yogurt"
488,"other vegetables"
488,"oil"
489,"hard cheese"
489,"butter"
490,"whole milk"
490,"other vegetables"
491,"sausage"
491,"shopping bags"
491,"soda"
491,"butter"
491,"dessert"
491,"soda"
492,"citrus fruit"
492,"flower (seeds)"
493,"instant coffee"
493,"shopping bags"
494,"rolls/buns"
494,"fruit/vegetable juice"
495,"root vegetables"
495,"butter milk"
496,"tropical fruit"
496,"other vegetables"
497,"tropical fruit"
497,"butter milk"
497,"brown bread"
498,"herbs"
498,"citrus fruit"
499,"other vegetables"
499,"beef"
500,"tropical fruit"
500,"whole milk"
501,"nut snack"
501,"canned beer"
502,"whole milk"
502,"other vegetables"
502,"other vegetables"
502,"sugar"
503,"citrus fruit"
503,"napkins"
504,"rolls/buns"
504,"butter milk"
505,"whole milk"
505,"root vegetables"
506,"tropical fruit"
506,"soft cheese"
507,"rolls/buns"
507,"brown bread"
507,"canned beer"
508,"pork"
508,"pickled vegetables"
509,"tropical fruit"
509,"misc. beverages"
510,"photo/film"
510,"frankfurter"
510,"other vegetables"
510,"curd"
510,"waffles"
511,"pip fruit"
511,"other vegetables"
511,"cling film/bags"
512,"tropical fruit"
512,"yogurt"
513,"cat food"
513,"rolls/buns"
514,"rolls/buns"
514,"whole milk"
514,"soda"
515,"berries"
515,"white bread"
516,"newspapers"
516,"soups"
517,"other vegetables"
517,"napkins"
518,"rolls/buns"
518,"soda"
519,"chicken"
519,"brown bread"
520,"UHT-milk"
520,"soda"
521,"pork"
521,"soda"
522,"oil"
522,"pickled vegetables"
523,"misc. beverages"
523,"spread cheese"
524,"soda"
524,"whole milk"
524,"whole milk"
524,"sugar"
525,"root vegetables"
525,"coffee"
526,"pork"
526,"domestic eggs"
527,"chicken"
527,"domestic eggs"
527,"white bread"
528,"soda"
528,"whipped/sour cream"
529,"meat"
529,"whole milk"
530,"canned beer"
530,"fish"
531,"hard cheese"
531,"root vegetables"
531,"white bread"
532,"brown bread"
532,"other vegetables"
533,"bottled beer"
533,"soda"
534,"tropical fruit"
534,"root vegetables"
535,"curd"
535,"soft cheese"
536,"frozen vegetables"
536,"pip fruit"
536,"root vegetables"
536,"cereals"
537,"other vegetables"
537,"berries"
537,"candy"
537,"sliced cheese"
538,"yogurt"
538,"soda"
538,"yogurt"
539,"bottled water"
539,"shopping bags"
539,"waffles"
540,"whole milk"
540,"bottled beer"
541,"pork"
541,"margarine"
542,"frozen meals"
542,"detergent"
543,"soda"
543,"whole milk"
544,"specialty chocolate"
544,"canned fish"
545,"root vegetables"
545,"soda"
545,"long life bakery product"
546,"soda"
546,"other vegetables"
547,"pork"
547,"yogurt"
548,"yogurt"
548,"sausage"
548,"whole milk"
548,"shopping bags"
548,"white bread"
548,"dog food"
548,"baking powder"
548,"sliced cheese"
549,"pork"
549,"tropical fruit"
550,"soda"
550,"other vegetables"
551,"soda"
551,"bottled beer"
551,"chicken"
551,"yogurt"
552,"seasonal products"
552,"frozen vegetables"
552,"yogurt"
553,"pip fruit"
553,"berries"
554,"long life bakery product"
554,"rolls/buns"
554,"UHT-milk"
554,"bottled water"
555,"canned beer"
555,"sugar"
556,"other vegetables"
556,"fruit/vegetable juice"
557,"curd"
557,"soft cheese"
558,"berries"
558,"pip fruit"
558,"pastry"
559,"curd cheese"
559,"soda"
560,"whole milk"
560,"rolls/buns"
561,"soda"
561,"frozen meals"
562,"pork"
562,"domestic eggs"
563,"tropical fruit"
563,"rolls/buns"
563,"canned beer"
563,"dish cleaner"
564,"chewing gum"
564,"whole milk"
564,"bottled beer"
564,"ready soups"
565,"chicken"
565,"cake bar"
566,"butter"
566,"ice cream"
567,"frankfurter"
567,"soft cheese"
567,"mustard"
568,"whole milk"
568,"grapes"
569,"female sanitary products"
569,"rolls/buns"
570,"root vegetables"
